"","TCGA-44-2655","TCGA-44-2657","TCGA-44-2665","TCGA-44-2668","TCGA-44-3396","TCGA-44-3398","TCGA-44-6144","TCGA-44-6776","TCGA-44-6778","TCGA-44-7659","TCGA-44-7660","TCGA-44-7661","TCGA-44-7662","TCGA-44-7667","TCGA-44-7670","TCGA-44-7671","TCGA-44-7672","TCGA-49-6742","TCGA-49-6743","TCGA-49-6744","TCGA-49-6745","TCGA-50-7109","TCGA-55-7283","TCGA-55-7570","TCGA-55-7574","TCGA-55-7576","TCGA-55-7724","TCGA-55-7725","TCGA-55-7726","TCGA-55-7903","TCGA-55-7910","TCGA-55-7911","TCGA-55-7914","TCGA-78-7163","TCGA-78-7540","TCGA-86-7711","TCGA-86-7713","TCGA-91-6835","TCGA-91-6836","TCGA-93-7348"
"hsa-mir-193b",340.27369,347.864914,123.607119,197.787255,214.116058,178.696134,12.987495,11.976614,6.729685,16.581018,11.884659,6.516193,10.011597,11.55192,8.239699,7.694171,9.188002,9.833846,4.998363,6.395754,6.291098,9.490155,11.164502,13.338155,12.281047,13.391637,15.729919,9.143688,9.099276,6.31382,8.794826,5.322309,7.248323,10.193793,9.121439,9.82432,10.720479,9.482101,7.925545,4.899744
"hsa-mir-194-1",11.035903,14.278038,13.149693,10.30142,11.618701,1388.489504,80.585057,39.522828,109.063625,76.875627,56.144768,43.733678,92.073868,60.647579,115.881721,37.509082,60.766104,60.642052,39.986904,31.978769,49.330198,50.840116,74.692088,52.082319,100.137768,67.72342,57.489108,51.20465,24.521779,54.11846,51.843187,49.352323,51.853387,57.173882,53.923802,54.78307,49.911741,34.372618,56.494913,43.671629
"hsa-mir-194-2",12.875221,19.470051,17.094602,30.904259,16.598144,4728.943296,86.061711,45.062012,123.69802,81.565208,62.701821,39.974336,103.398461,58.215596,123.595482,42.125584,64.316014,60.505471,49.720559,32.35499,50.129067,58.522622,75.163827,56.104937,108.95493,76.14102,55.80376,51.001457,30.38233,54.794941,55.546272,53.223094,56.128039,66.259654,57.947966,62.276195,54.481125,33.779986,59.5432,43.352081
"hsa-mir-195",36.786345,38.940102,36.819142,22.663123,36.515917,30.125019,128.310188,198.8118,202.104191,79.220417,91.184021,142.854995,108.978696,88.159389,85.552617,136.956236,111.508933,244.753506,214.403467,198.456479,244.953391,80.214405,92.775435,73.46571,115.252903,116.31593,175.276238,326.937629,134.021547,33.37305,120.350256,94.833876,144.966458,114.790972,119.115263,82.257862,114.410363,155.269411,135.953586,107.474815
"hsa-mir-196a-1",0,0,7.889816,0,1.659814,47.926166,0.782379,0.748538,3.204612,0.167485,0.614724,1.002491,0.164125,0,2.103753,0.577063,0.208818,0.682906,1.446895,0.376221,0.399435,0.225956,3.931163,0.63515,3.936233,0.765236,0.374522,0.812772,0.6169,2.480429,0.231443,0.967693,1.486835,4.21048,0.804833,0.832569,0,0.790175,1.016096,0.639097
"hsa-mir-196a-2",0,0,0,0,0,2.738638,0,0,0,0,0,0,0,0,0,0,0,0,0.131536,0,0.099859,0,0.47174,0,0.472348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-196b",11.035903,20.768055,6.574847,16.482271,8.299072,345.068397,14.082825,6.138015,7.370607,6.196946,1.844171,3.508719,5.41611,2.583982,11.220015,1.731188,12.737912,4.916923,9.602118,1.316773,2.496467,3.615297,4.088409,6.351502,17.476875,5.165346,4.681523,2.844703,2.004925,4.284378,3.471642,5.322309,4.088798,4.653688,6.036246,6.827069,2.108947,1.777894,4.47082,1.810775
"hsa-mir-197",18161.418481,13653.697882,10051.625697,17866.782043,23566.044845,4426.323789,222.97807,161.534588,140.896103,153.081314,130.526341,119.17114,124.078153,156.558914,111.849528,104.063657,119.652844,69.383248,63.663361,80.323144,63.510133,173.534263,135.074744,237.122753,230.505806,178.300077,136.325963,111.349795,80.197013,106.883958,162.472846,144.670046,113.742913,139.389037,105.835521,145.699654,123.197641,96.993996,130.060232,56.986151
"hsa-mir-1972-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1972-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1976",296.130077,364.738959,287.978287,424.418485,413.293785,112.968821,23.627852,7.185969,11.109321,22.275509,8.81104,5.764324,13.129963,14.743898,13.674394,6.732399,16.079003,8.331453,7.102937,8.841189,7.489402,14.009276,9.592037,25.617726,16.374729,13.965564,9.737569,9.550074,5.397876,7.892275,14.812339,19.353852,15.425918,17.506731,7.511773,12.655056,12.126444,7.111576,14.631776,4.580195
"hsa-mir-198",0,0,0,0,0,0,0,0,0,0,0.204908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-199a-1",207.842849,247.918652,539.137433,216.32981,248.97216,192.389325,458.630683,427.565136,583.453008,404.811309,575.381421,442.725172,395.376021,461.924796,513.491017,397.40391,359.376168,464.785816,384.479346,262.978348,418.807388,347.294481,506.805471,438.041942,506.357016,544.465686,525.07967,420.203242,247.993841,357.632822,355.496142,244.826231,419.65931,367.198147,472.705167,469.402656,435.14602,455.931045,290.80655,272.894426
"hsa-mir-199a-2",290.612125,290.752764,716.658295,317.283722,336.942323,267.017212,802.408101,736.262374,987.66139,658.048669,965.32118,759.6377,605.947808,774.890625,881.297146,688.435912,629.378135,846.530264,665.176891,457.484509,724.075433,604.884402,808.089766,759.216242,808.659713,918.09235,920.200249,756.081365,417.641369,575.008636,597.353868,417.559363,741.18748,625.588636,797.052809,792.106576,740.064576,771.210918,496.057854,441.722554
"hsa-mir-199b",183.931725,273.87872,411.585406,216.32981,273.869376,204.713196,1014.276386,945.404004,1337.925471,856.68591,1336.819227,1009.007383,800.107141,1043.928759,1183.010372,902.718562,853.857729,1161.623087,899.310739,633.93207,984.007629,807.792954,1009.208041,1009.465432,1052.391262,1247.909231,1190.605044,1029.172834,556.752342,752.246593,789.451393,533.198631,1001.197832,845.863204,1007.650741,1018.398952,964.491663,1098.343418,684.238752,529.172329
"hsa-mir-19a",0,0,3.944908,0,0,0,7.51084,8.533338,9.720656,11.723952,12.294475,6.641504,9.683348,9.271936,13.323768,9.04065,8.561547,3.141368,1.57843,1.504883,3.195478,10.845891,9.90653,9.527253,16.532179,8.608909,4.119741,3.251089,3.547176,6.088327,6.248956,8.709234,4.274652,13.961064,10.596966,10.656889,8.084296,5.333682,4.064382,5.219292
"hsa-mir-19b-1",0,0,2.629939,0,3.319629,2.738638,2.347138,3.443277,3.097792,4.019641,4.303066,2.756851,2.625993,2.735981,2.454378,2.115897,1.252909,1.365812,1.183823,0.752442,2.29675,1.807649,1.729712,2.752318,3.621334,3.060946,1.310827,1.219158,0.92535,2.480429,2.082985,0.967693,1.67269,2.216042,2.951054,5.328444,4.217894,2.370525,2.845068,1.38471
"hsa-mir-19b-2",1.839317,1.298003,5.259877,0,1.659814,0,76.516685,74.554425,70.07418,71.348621,74.381573,61.402585,66.306315,63.231561,65.041027,67.708701,76.845107,38.515898,21.177275,25.206794,26.762132,62.589832,54.407289,88.709315,109.899626,70.401747,36.141361,59.738759,35.009081,36.980948,53.69473,44.51386,34.940633,83.766385,56.3383,55.282612,69.946735,84.15365,88.400314,37.387175
"hsa-mir-200a",68.054738,94.754249,122.292149,103.014195,157.682368,2147.776911,174.001133,132.940421,83.640371,183.228619,327.03303,77.191822,133.761501,234.99037,131.659868,208.127314,145.755122,108.582052,88.52364,75.620383,147.291582,192.06266,157.560994,173.184296,149.891754,229.762224,99.997341,140.203209,161.782052,300.357452,210.612948,160.153128,144.780603,213.626442,140.175057,175.006099,285.059307,324.564431,197.732197,93.201648
"hsa-mir-200b",103.001766,97.350256,130.181965,154.521293,268.889933,2672.910761,291.514487,318.87736,168.669407,290.921491,670.868508,175.185336,293.947054,450.524875,309.076361,448.762498,287.542698,189.711284,117.724603,104.965607,215.09564,318.824016,291.535012,425.127221,386.538083,457.611357,129.584569,266.386098,305.36555,345.005182,304.810168,249.664695,203.882313,353.458687,228.035977,251.26946,549.556383,804.990904,412.128361,234.229056
"hsa-mir-200c",8639.273102,18623.752943,16351.643843,29085.027917,22940.294816,55577.9211,4547.031395,3861.110795,2786.623694,4583.060263,7868.668781,3718.991694,5766.515771,5822.775613,3696.819757,5401.884802,3210.371417,2687.917973,1908.717,2462.929552,3391.700743,4898.501663,3858.042891,6649.176041,4909.899626,5711.150432,2439.073718,3857.213801,3886.316415,9863.540303,5814.306035,7154.151498,3073.660617,7380.749244,3280.632878,4553.322327,6522.269424,7947.383819,5584.257997,3559.876893
"hsa-mir-202",12.875221,1.298003,2.629939,6.180852,9.958886,0,0.469428,0.299415,0,0.66994,0.409816,1.629048,0,0.151999,0,1.34648,1.461728,1.09265,1.052287,1.316773,0.998587,0,0.628986,0,0.314899,0.191309,3.745219,1.625544,0.462675,0.450987,0,1.451539,0.185854,0.221604,1.07311,0.166514,0.702982,0.790175,0.203219,1.171678
"hsa-mir-203a",446.954091,598.379573,1357.048367,626.326308,647.327616,1811.609087,2853.336918,2459.846903,1658.600302,2300.239353,3997.75339,1502.483672,4510.470653,3941.028665,2179.838614,3706.089609,2525.029997,1017.393342,2651.105447,1707.854381,2739.623433,2405.980244,3644.18765,2264.31057,4569.336745,2751.024795,4110.377589,2296.894316,2840.516518,3880.293575,3484.371362,3978.668184,2965.679191,3205.947857,3775.739226,2740.818632,5144.951427,2564.908441,2642.661341,1922.510339
"hsa-mir-203b",0,1.298003,0,0,1.659814,3.423298,22.845472,13.323984,10.468399,18.925808,22.744778,15.037368,27.244674,21.127853,17.706587,23.274866,15.661367,11.199658,14.074338,8.653079,14.679229,20.11009,16.039143,17.995923,21.885456,19.322219,16.666223,14.223514,14.497152,25.029788,25.690151,59.029249,22.488386,37.0079,16.90149,18.649556,27.064817,29.236479,27.028142,7.562648
"hsa-mir-204",14.714538,6.490017,6.574847,6.180852,9.958886,4.107957,5.476654,5.8386,3.525073,7.034371,3.483435,13.784254,4.103114,5.167964,4.207506,10.002422,5.429274,3.41453,2.23611,2.445435,6.690533,1.807649,8.648558,5.716352,5.825625,7.078437,3.93248,15.849058,5.706326,2.029442,4.628856,0.967693,4.274652,6.426522,8.182467,1.831653,3.690657,12.840346,4.064382,3.408517
"hsa-mir-205",755.959388,384.20901,335.317184,127.737602,1141.952307,2.738638,0.782379,34.582474,16.450341,6.029461,503.663651,4.636522,13.129963,38.91173,59.956957,21.928386,31.531552,41.520684,0.789215,7.712527,28.959023,5.874858,31.606547,1.905451,5.983074,4.400109,1.685348,20.928885,136.180697,5.411846,28.467464,17.902313,4.274652,46.093672,23.071875,3.330278,68.365025,318.440574,11.989928,7.669164
"hsa-mir-2052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-2053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-2054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-206",1.839317,0,27.614356,0,0,0,0,0,8.438811,0,0.819632,13.658942,0.164125,0.151999,12.79783,2.885314,0,5.872992,0.526143,0,0.299576,0.225956,0.47174,0.211717,18.264121,1.339164,0.374522,0.812772,0.154225,0,2.777314,0,1.486835,0.664813,0.134139,3.996333,1.054473,1.975438,0.609657,0.106516
"hsa-mir-208a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-208b",0,0,0,0,0,0,0,0,0,0,0,0.125311,0,0,0,0,0,0,0,0,0,0,0,0,0.472348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-20a",5.517952,7.78802,21.03951,18.542555,4.979443,8.215914,103.743481,75.901794,148.587172,132.815626,126.63309,85.96362,162.319172,109.59124,132.536432,78.672894,86.659564,56.954359,42.486086,29.909555,46.334437,109.136782,124.381982,117.926226,192.56052,136.977312,52.620324,46.937596,48.272433,105.981984,85.865279,92.414645,67.09345,137.172995,104.359994,122.887251,132.160665,66.769798,114.818799,64.761831
"hsa-mir-20b",3.678634,2.596007,5.259877,4.120568,0,0,18.933576,4.940353,26.277818,20.098203,5.122698,6.516193,21.172066,4.863966,17.8819,4.424148,10.440911,4.916923,3.156861,1.128662,2.196891,4.519121,7.862325,6.139786,22.987601,10.330691,2.247131,2.438317,3.238726,2.931417,2.777314,3.386924,5.389779,8.642564,8.182467,9.657806,8.435787,1.975438,5.893354,4.686711
"hsa-mir-21",1502.72219,2681.675047,10376.423126,4392.52529,1877.250086,2044.393323,80204.19471,44551.658432,56308.128989,92231.826744,168816.867856,51747.467457,57396.81408,120844.633822,127154.155298,61695.514356,68260.590112,67426.859403,49991.522513,40837.07626,37782.737427,89018.33159,83136.853831,127891.309705,67156.701437,107520.303156,60467.680447,33160.294126,19395.493421,448430.294071,102551.147702,152141.600525,66454.854564,206498.321348,59698.075001,148375.365602,80055.971448,92630.253948,82517.73036,42511.348765
"hsa-mir-210",145.306062,183.018481,243.269329,228.691514,252.291789,589.491846,30.356313,7.934507,11.750244,18.590838,17.622081,7.14275,11.324593,28.727801,10.168139,9.04065,6.473365,5.599829,3.551468,1.128662,6.790392,11.071847,16.982622,11.220987,27.396182,19.13091,6.928655,9.143688,4.164076,81.628677,8.794826,14.031543,10.221994,14.847481,14.486991,23.978,24.428634,7.506664,6.706231,5.538841
"hsa-mir-211",0,0,11.834724,2.060284,4.979443,0,0.782379,0.299415,0.534102,1.172395,1.02454,0.125311,0.328249,0,0.701251,0.192354,0,0.273162,0,0.18811,0,0.225956,0,6.774936,0.314899,0.573927,0,1.015965,0,0,1.157214,0,0.371709,0,0,0.166514,0.175746,0,0,0.319549
"hsa-mir-2110",86.447911,55.814147,23.669448,78.290788,124.48608,23.278424,2.503613,2.095908,4.486457,0.66994,4.098158,2.506228,3.118366,3.343977,3.330942,3.270022,1.252909,2.868205,1.315359,1.316773,2.29675,2.711473,3.773916,4.657768,5.983074,3.443564,2.808914,4.063861,3.238726,1.578455,3.008756,1.451539,2.973671,5.318501,3.755887,2.164681,5.096621,11.457539,2.641848,3.834582
"hsa-mir-2113",0,0,0,0,0,0,0,0,0.10682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-2114",0,0,0,0,0,0,0.156476,0,0.320461,0,0.204908,0.125311,0.164125,0.151999,0.350625,0,0.208818,0.409744,0,0,0.499293,0,0.157247,0.423433,0.314899,0.191309,1.498088,0,0.6169,0,0,0,0,0,0.402416,0.333028,0,0,0.203219,0
"hsa-mir-2115",0,0,0,0,0,0,0,0,0.427282,0.33497,0,0.125311,0,0.455997,0.701251,0,0,0.136581,0.526143,0,0.199717,0.225956,0,0.211717,0.314899,0,0,0.203193,0.154225,0.225494,0.231443,0,0,0,0,0.666056,0,0,0.203219,0.106516
"hsa-mir-2116",3.678634,11.682031,13.149693,6.180852,1.659814,8.215914,0,0,0.320461,0.167485,0.204908,0.125311,0.492374,0.455997,0,0.384709,0.208818,0,0,0.18811,0.099859,0.451912,0,0.211717,0.472348,0.191309,0.187261,0.203193,0,0.676481,0.231443,0.967693,0.371709,0.664813,0.134139,0.166514,0,0.592631,0.406438,0
"hsa-mir-2117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-212",5.517952,7.78802,9.204785,26.783691,6.639258,3.423298,5.946082,2.095908,6.088763,2.67976,4.507974,3.258096,1.969494,3.191978,4.382819,2.69296,2.505819,9.014359,6.971401,5.078981,5.891663,2.937429,1.886958,4.657768,1.889392,2.487018,3.745219,4.67344,2.004925,10.598198,4.397413,6.773848,8.177595,3.988875,1.877943,3.663306,2.284692,4.148419,2.032191,0.745613
"hsa-mir-214",91.965862,177.826467,51.283805,37.08511,79.671091,39.025593,12.831019,17.964922,13.56619,6.364431,10.860119,11.278026,5.580234,8.511941,10.343452,9.425359,11.902639,12.155727,8.155224,4.138429,7.489402,9.942067,10.692762,12.067854,13.068294,10.713309,8.426742,14.020321,8.328151,5.411846,8.100498,4.354617,6.876614,9.307376,8.853161,8.325695,9.314515,12.445258,7.925545,7.669164
"hsa-mir-215",3.678634,0,0,0,0,39.710252,6.728461,6.736846,8.866093,5.192036,2.253987,2.756851,3.446615,2.88798,4.733444,3.270022,5.429274,8.468034,7.62908,5.078981,5.292511,4.971034,2.044205,2.328884,3.936233,5.356655,4.681523,4.876633,1.8507,3.382404,3.934528,1.935385,9.478576,5.318501,1.609666,2.497708,2.108947,2.568069,5.893354,2.023807
"hsa-mir-216a",0,0,1.314969,0,0,1.369319,0.156476,1.646784,0.747743,2.512275,0.409816,0.125311,0.492374,0.759995,0.525938,0,0.417636,0.546325,0.526143,0.18811,0.599152,0.677868,0.628986,1.905451,1.417044,0,0.561783,0.203193,0.92535,0.225494,0.231443,0,0.743418,0.664813,1.475527,1.498625,0.702982,0.987719,0,0.532581
"hsa-mir-216b",0,0,0,0,0,0.68466,0,0,0,0,0.204908,0.125311,0,0,0.175313,0,0.208818,0.136581,0.131536,0,0.099859,0,0.157247,0.211717,0,0,0.187261,0,0,0,0,0,0,0,0,0.166514,0.175746,0.197544,0.203219,0
"hsa-mir-217",0,1.298003,3.944908,2.060284,0,0,4.381323,14.371937,6.088763,41.536287,10.860119,5.38839,9.519223,9.575934,5.610008,2.115897,18.167186,8.877778,8.549832,6.395754,3.994348,8.812287,13.365953,45.942533,13.85554,7.843673,12.546483,1.422351,7.711251,10.147211,5.78607,6.290002,12.080538,2.880855,13.145603,9.158264,6.32684,16.19859,5.080478,7.136583
"hsa-mir-218-1",22.071807,36.344096,7.889816,4.120568,14.93833,0.68466,3.911896,5.090061,4.913738,2.512275,2.253987,2.756851,0.984747,4.711967,2.103753,2.115897,4.176365,2.048718,3.81454,2.257325,3.794631,2.033605,3.302177,3.175751,4.251132,4.400109,6.554133,4.063861,1.388025,1.127468,1.6201,1.935385,3.902943,1.329625,3.621748,2.164681,1.757456,2.370525,3.251506,2.449872
"hsa-mir-218-2",12.875221,10.384027,6.574847,0,8.299072,0.68466,225.325208,273.366225,154.675935,115.732153,152.451488,133.45664,96.83348,149.87096,146.386138,149.843972,137.82003,106.260172,146.267887,92.36221,125.722103,100.550452,138.062427,145.661119,187.679591,175.62175,205.425249,171.291747,122.300445,47.128159,168.490359,100.156186,136.2313,102.602741,145.40647,132.71157,130.051718,158.825199,146.114542,82.976096
"hsa-mir-219a-1",5.517952,2.596007,6.574847,12.361703,0,14.37785,0.782379,0.748538,0.961384,0.837425,3.073619,1.002491,0.656498,1.215992,1.051876,0.577063,0.626455,0.682906,0.394608,0.18811,0.299576,1.355736,1.100726,1.905451,1.259595,1.721782,0.374522,0.812772,0.6169,4.058884,1.388657,3.386924,0.929272,2.880855,1.07311,1.831653,1.933201,1.975438,1.219315,0.532581
"hsa-mir-219a-2",0,0,1.314969,0,0,0,0.312952,0.449123,0.320461,0.167485,0,0.125311,0.328249,0,0.175313,0.192354,0,0.136581,0,0,0.199717,0.225956,0.157247,0.846867,0,0,0,0,0,0.225494,0.231443,0.483846,0.185854,0,0.536555,0,0,0.395088,0.203219,0
"hsa-mir-219b",0,0,1.314969,0,0,0,0.156476,0,0.10682,0.167485,0,0.125311,0,0.303998,0.350625,0,0,0.136581,0,0.18811,0.099859,0.225956,0.47174,0.423433,0,0.573927,0,0,0,0,0,0,0.185854,0.221604,0.268278,0.333028,0.175746,0.197544,0,0
"hsa-mir-22",8030.459094,12556.884999,24674.084847,17957.434534,13026.223408,13163.263909,68635.935959,36085.838791,38426.928653,61596.973077,73664.394853,33470.048069,57032.949971,62304.671855,48303.744049,48076.832448,44568.909388,36321.857417,36075.027534,27630.40895,34734.051317,47336.441133,58653.730941,68506.033504,57659.673293,73671.984868,54681.504724,28337.913305,23237.547255,46188.301573,48345.85516,66154.370197,44486.860556,61399.430477,58883.986563,75549.84968,52454.954654,39835.888529,42717.470361,31028.692687
"hsa-mir-221",207.842849,327.09686,293.238165,179.2447,287.147891,178.696134,414.817448,414.540568,498.210331,369.806938,388.710312,258.642727,308.225889,413.437132,260.339419,287.761979,245.152598,296.51778,305.557825,252.444166,343.813504,286.060386,336.193018,288.569921,441.802795,405.957901,459.538342,454.136482,236.581189,436.555577,296.015342,261.277006,343.273138,430.355342,403.087124,347.014947,367.132486,313.106892,261.746217,226.559892
"hsa-mir-222",125.073573,179.124471,195.930433,65.929085,126.145894,78.735845,51.167599,56.14038,63.237675,58.284789,66.390164,50.375182,58.756586,55.783613,47.33444,46.165023,37.587281,49.852137,46.037554,33.671763,52.026383,45.869082,53.621057,40.014464,67.545759,68.488656,70.784635,56.081284,37.014006,106.883958,38.188062,65.803098,48.508007,85.760823,72.032541,45.624806,57.293054,57.48524,41.659918,32.380915
"hsa-mir-223",132.430842,225.852594,132.811904,502.709273,524.50135,32.863657,523.568156,346.273866,1443.036742,502.120109,311.460028,951.238828,559.664687,523.940366,538.0348,264.871822,408.65727,248.987524,267.412422,250.563061,160.772507,205.168112,398.148139,721.954095,795.591419,363.487282,323.025118,447.634305,217.457286,162.35538,770.704526,242.407,428.766177,192.795648,158.149657,1340.936358,381.367877,197.346236,478.174572,104.918427
"hsa-mir-224",3.678634,14.278038,28.929326,12.361703,13.278515,10.954552,11.892164,9.431584,8.11835,10.719042,15.163186,8.145241,9.519223,10.487927,5.259382,8.848296,8.143911,5.190086,8.418296,3.574098,8.487989,13.331408,13.05146,10.585837,15.902381,12.435091,9.550308,10.566039,7.094351,23.000345,9.026269,5.806156,8.921013,5.540105,11.938354,17.816986,9.138769,6.914032,6.90945,8.414777
"hsa-mir-2276",0,0,0,0,0,0,0.156476,0,0,0,0,0,0,0.151999,0.175313,0,0,0,0,0,0.199717,0,0,0,0,0,0,0.203193,0,0,0,0,0,0.221604,0,0,0,0,0,0
"hsa-mir-2277",5.517952,3.89401,9.204785,6.180852,6.639258,5.477276,0.156476,0,0,0,0.204908,0,0,0,0,0,0.208818,0.409744,0.131536,0,0,0.677868,0.47174,0,0.472348,0,0.374522,0.406386,0.154225,0.901974,0,0,0.371709,0,0,0.333028,0,0,0.203219,0
"hsa-mir-2278",0,0,0,0,0,0,0,0,0.10682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30845,0,0,0,0,0,0,0,0,0,0.203219,0
"hsa-mir-2355",0,2.596007,6.574847,4.120568,6.639258,6.846595,29.417458,27.995336,26.064177,20.433173,31.760727,19.297955,40.702886,34.959758,21.212842,28.85314,20.464186,14.614188,19.467309,17.118047,20.171457,24.1773,21.542771,39.802748,30.23027,29.270292,25.654749,20.522499,20.820378,21.42189,28.236022,30.966164,30.665981,26.149295,24.144986,35.300945,28.998018,17.383853,27.231361,11.929811
"hsa-mir-2392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-23a",1732.636845,2137.811618,2583.914769,3926.901127,2259.007398,2512.015775,3623.980423,2814.953522,2378.249316,2230.398097,3154.557326,2504.473617,2065.671481,4011.860174,3217.164099,3400.823392,2286.559582,2573.053185,2752.519602,1397.095989,2480.689824,2680.968782,3204.211942,2792.120411,2865.577642,2867.532034,2989.995397,2933.701357,1589.751562,2335.211545,3000.424466,2875.98245,2102.757058,2796.423308,2561.380578,2520.687269,2759.205377,3204.160114,3093.401333,1905.7873
"hsa-mir-23b",1033.696292,1198.057148,1798.878068,1553.454066,1379.305766,1529.529365,1584.16139,1404.856876,1186.454148,1244.413746,1350.343149,968.40649,1025.94251,1486.549689,1228.065746,1279.540566,991.886577,1244.664456,1188.163508,765.421244,1154.166854,1147.178972,1477.01638,1030.848823,1334.855343,1194.342684,1537.037779,1152.307826,936.454354,1083.045679,1233.82157,858.343349,1182.22005,836.999036,1235.954996,916.825479,1110.887719,1386.164705,1185.580303,1033.952455
"hsa-mir-23c",1.839317,0,1.314969,2.060284,0,1.369319,0.469428,0.299415,0.534102,0.502455,0.614724,0.250623,0.492374,0.607996,0.525938,0.384709,0.626455,0.273162,0.526143,0.18811,0.399435,0.225956,0.157247,0.63515,0.472348,0.382618,0.374522,0.406386,0,0,0.462886,0.967693,0.371709,0.664813,0.402416,0.166514,0.175746,0.197544,0.406438,0.213032
"hsa-mir-24-1",57.018835,45.430119,35.504172,59.748233,63.072947,59.565378,21.124238,18.863168,11.643423,12.561377,13.114106,9.147732,9.847472,12.159916,11.570641,10.964193,11.693821,8.604615,8.812903,3.574098,7.68912,11.071847,11.164502,15.031889,16.21728,10.713309,9.737569,12.191583,6.631676,10.372705,10.183483,6.290002,10.036139,9.972189,9.657994,8.325695,13.356663,15.803502,11.583489,7.030067
"hsa-mir-24-2",903.104768,1211.037183,565.43682,1586.418608,1342.789849,690.136795,4315.290678,2736.506697,4390.852414,1979.840497,2347.425055,2521.891901,2194.837495,2433.351122,2101.649132,2607.939114,2470.319621,3437.339005,2307.007613,2449.761824,2438.449594,4468.50726,2177.392293,2874.478224,2458.886046,2187.428199,2614.911738,3404.906056,1449.869464,1605.288817,2141.540233,2211.66147,2323.180415,2367.8408,1748.633528,2058.44471,2244.446616,2510.978989,2459.76414,2091.444983
"hsa-mir-2467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192354,0,0.136581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-25",4261.698058,5297.151921,4175.02768,6026.330428,9713.233866,8315.189856,8232.663299,4654.411796,8538.688425,8343.266591,6196.620208,5208.944226,9875.373671,4620.311954,7784.93755,5359.951573,9315.589909,4461.697988,4501.288986,3822.779681,3813.304175,3987.898697,4336.543992,6153.547145,8733.241488,8789.696398,5144.245228,4002.496836,4349.299942,4652.609096,5291.476749,7417.363889,6023.356327,8905.164486,4939.929958,4368.824936,5311.030987,5307.803829,7282.560122,3112.82853
"hsa-mir-2681",0,0,0,0,0,1.369319,0.312952,0.598831,0.427282,0,0.204908,0.375934,0,0.303998,0,0.192354,0,0.273162,0.263072,0.18811,0,0,0.157247,0,0,0,0.187261,0.203193,0,0,0,0,0.185854,0,0,0,0.351491,0.197544,0,0.213032
"hsa-mir-2682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-26a-1",0,0,1.314969,2.060284,1.659814,0.68466,0.625903,0.449123,0.427282,0.33497,0.409816,0.501246,0.164125,0.151999,0.350625,0.384709,0,0.409744,0.131536,0.376221,0.699011,1.12978,0.943479,0.63515,0.629797,0.956545,0.561783,0.609579,0.154225,0,0.462886,0,0.185854,1.108021,0.536555,0.166514,0.351491,0.395088,0.203219,0.426065
